,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_Adam_beta1,param_Adam_beta2,param_eta,param_lamda,param_threshold,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
12,0.6338817278544108,0.0007967154184977213,0.8135499523970394,0.8144559571090787,0.9,0.99,0.01,0.01,0.5,"{'Adam_beta1': 0.9, 'Adam_beta2': 0.99, 'eta': 0.01, 'lamda': 0.01, 'threshold': 0.5}",13,0.8123272526257601,0.8165108029667849,0.8143541551501751,0.8132399686736997,0.813968487975675,0.8136170996867514,0.01420722488646824,0.00010544470285910481,0.0008788181165512434,0.0014611298309757034
13,0.581831693649292,0.0005311171213785807,0.8121372193728694,0.8129203732541179,0.9,0.99,0.01,0.01,0.6,"{'Adam_beta1': 0.9, 'Adam_beta2': 0.99, 'eta': 0.01, 'lamda': 0.01, 'threshold': 0.6}",14,0.8113138013635526,0.8137927857373198,0.8109452736318408,0.8125950154328098,0.8141527688196812,0.8123733185922241,0.003004585309657604,6.860225038160208e-05,0.0014330627304520458,0.0006234928643891947
14,0.6862847805023193,0.0007047653198242188,0.8097417155492768,0.8104787949742475,0.9,0.999,0.01,0.01,0.5,"{'Adam_beta1': 0.9, 'Adam_beta2': 0.999, 'eta': 0.01, 'lamda': 0.01, 'threshold': 0.5}",15,0.8091026349732817,0.8116736536601097,0.810392482034273,0.8093702492283595,0.8097300285635308,0.810392482034273,0.04274235464431783,0.00010072068052801042,0.0005266507784954131,0.0009423394422948368
15,0.5688199996948242,0.000583648681640625,0.8085132520499985,0.8096495884783566,0.9,0.999,0.01,0.01,0.6,"{'Adam_beta1': 0.9, 'Adam_beta2': 0.999, 'eta': 0.01, 'lamda': 0.01, 'threshold': 0.6}",16,0.8088262391744979,0.8107522918874096,0.8076285240464345,0.8090477726079145,0.8090850456095089,0.8091487009397457,0.10093579234164933,4.290077173985617e-05,0.0006344707560241594,0.0007808169816691623
16,0.9334073066711426,0.0012687047322591145,0.7876293725622677,0.7879672185525216,0.95,0.99,0.01,0.1,0.5,"{'Adam_beta1': 0.95, 'Adam_beta2': 0.99, 'eta': 0.01, 'lamda': 0.1, 'threshold': 0.5}",17,0.7867145752717892,0.7892384944948635,0.7873594988022848,0.7879025199244484,0.7888141527688197,0.7867606412382532,0.08526589714836175,0.000400639341439861,0.0008781290309071175,0.0010126133268856105
17,0.8177347977956136,0.0007584095001220703,0.7871072755750744,0.7870458723424091,0.95,0.999,0.01,0.1,0.5,"{'Adam_beta1': 0.95, 'Adam_beta2': 0.999, 'eta': 0.01, 'lamda': 0.1, 'threshold': 0.5}",18,0.7854247282107979,0.7885014050767034,0.786990971070573,0.7868890219744783,0.7889062931908228,0.7857471899760458,0.020028348783729253,0.0001648234155828827,0.0014237093942155259,0.0011298603847711144
18,0.5870339870452881,0.0005136330922444662,0.7856331193759405,0.7857252651197846,0.9,0.99,0.01,0.1,0.5,"{'Adam_beta1': 0.9, 'Adam_beta2': 0.99, 'eta': 0.01, 'lamda': 0.1, 'threshold': 0.5}",19,0.785148332412014,0.7865204772653983,0.7856089920766538,0.7856451835813333,0.7861420805307289,0.785010134512622,0.017460381549187904,7.689515629590793e-05,0.0004060514370392521,0.0006191895764177024
19,0.8231844107309977,0.0018344720204671223,0.7837904241270232,0.7837443854110226,0.95,0.99,0.01,0.1,0.6,"{'Adam_beta1': 0.95, 'Adam_beta2': 0.99, 'eta': 0.01, 'lamda': 0.1, 'threshold': 0.6}",20,0.7828450340888152,0.7853687750495232,0.7823843744241754,0.7839867323904731,0.7861420805307289,0.7818776487930716,0.12794959247922158,0.0014068119377582257,0.0016733971843127457,0.0014355114485687455
20,0.9790879885355631,0.0005757808685302734,0.7835447314271675,0.7837750918109899,0.95,0.999,0.01,0.1,0.6,"{'Adam_beta1': 0.95, 'Adam_beta2': 0.999, 'eta': 0.01, 'lamda': 0.1, 'threshold': 0.6}",21,0.7822922424912475,0.7854148431381582,0.7833978256863829,0.7836642557700282,0.7849442550446881,0.7822461765247835,0.034712482421312925,0.0001227317772476868,0.0010876434343277323,0.0012959746647886454
21,0.5789878368377686,0.0005266666412353516,0.782469825865299,0.7825773087734538,0.9,0.999,0.01,0.1,0.5,"{'Adam_beta1': 0.9, 'Adam_beta2': 0.999, 'eta': 0.01, 'lamda': 0.1, 'threshold': 0.5}",22,0.7828450340888152,0.7827428939973281,0.7830292979546711,0.781913668401898,0.7815350594305722,0.7830753639211351,0.03807193980060576,0.00014603833746391486,0.0006652164517508352,0.0004884997233898974
22,0.7522222995758057,0.0005973974863688151,0.7823469795153711,0.7822548533747189,0.9,0.99,0.01,0.1,0.6,"{'Adam_beta1': 0.9, 'Adam_beta2': 0.99, 'eta': 0.01, 'lamda': 0.1, 'threshold': 0.6}",23,0.7796204164363368,0.7834799834154881,0.7833056937534549,0.781591191781453,0.78411499124666,0.7816933849272157,0.007952368607456439,9.232482205838194e-05,0.0019561193929236026,0.0008673017822943684
23,0.4468693733215332,0.0009322961171468099,0.7809956696661651,0.7811645887174404,0.9,0.999,0.01,0.1,0.6,"{'Adam_beta1': 0.9, 'Adam_beta2': 0.999, 'eta': 0.01, 'lamda': 0.1, 'threshold': 0.6}",24,0.7807259996314723,0.7817754641359931,0.78127879122904,0.7809001704519279,0.7809822168985534,0.7808181315644003,0.08761651069816709,0.00018684172417061316,0.00022588006256706803,0.00043325064147719297
24,0.4522856871287028,0.0037093162536621094,0.7704923067473358,0.7705076937938214,0.9,0.999,0.05,0.1,0.5,"{'Adam_beta1': 0.9, 'Adam_beta2': 0.999, 'eta': 0.05, 'lamda': 0.1, 'threshold': 0.5}",25,0.7721577298691726,0.7730225272953426,0.7686567164179104,0.7700281015340674,0.7706624896342026,0.7684724525520545,0.07650784347890785,0.004318899736863172,0.0014343610807999898,0.001888262268875628
25,0.4950570265452067,0.0005747477213541666,0.7699087865851786,0.7699241752819667,0.9,0.99,0.05,0.1,0.5,"{'Adam_beta1': 0.9, 'Adam_beta2': 0.99, 'eta': 0.05, 'lamda': 0.1, 'threshold': 0.5}",26,0.7716970702045329,0.7725157783203576,0.7684724525520545,0.7694752844704473,0.769556804570165,0.7677814630550949,0.1130420722344927,0.000170760787284984,0.0013397834478177688,0.0019586666345968876
26,0.8165115515391032,0.00047477086385091144,0.7695709591228771,0.7698013312899487,0.95,0.999,0.05,0.1,0.5,"{'Adam_beta1': 0.95, 'Adam_beta2': 0.999, 'eta': 0.05, 'lamda': 0.1, 'threshold': 0.5}",27,0.7713285424728211,0.7726079144976276,0.7682881886861986,0.7692910121159073,0.7690961024601493,0.7675050672563111,0.022311340324667805,6.547628030327469e-05,0.0012858485696445666,0.0021142503378421525
27,0.7914117177327474,0.0008169809977213541,0.7694174011854673,0.7695095638990322,0.95,0.99,0.05,0.1,0.5,"{'Adam_beta1': 0.95, 'Adam_beta2': 0.99, 'eta': 0.05, 'lamda': 0.1, 'threshold': 0.5}",28,0.7708678828081813,0.7721933016999125,0.7678275290215589,0.7686460588750174,0.769556804570165,0.767689331122167,0.08433752138357974,0.00016066232216325124,0.0012451458801959073,0.0019374671500309608
28,0.4549454053243001,0.0006847381591796875,0.766069838149934,0.7663309103488086,0.9,0.999,0.05,0.1,0.6,"{'Adam_beta1': 0.9, 'Adam_beta2': 0.999, 'eta': 0.05, 'lamda': 0.1, 'threshold': 0.6}",29,0.7671826054910632,0.7684157184318423,0.7655242306983601,0.7657898373796471,0.7655026260020271,0.7647871752349364,0.08521077816139039,0.00014489744075962742,0.0007869128873620081,0.0015299567317238949
29,0.6256213188171387,0.0005590915679931641,0.765332760050367,0.7658241712772883,0.9,0.99,0.05,0.1,0.6,"{'Adam_beta1': 0.9, 'Adam_beta2': 0.99, 'eta': 0.05, 'lamda': 0.1, 'threshold': 0.6}",30,0.7664455500276396,0.7680471737227623,0.7653399668325042,0.7652830884046621,0.7642126600939833,0.7641422517044407,0.049568496232919694,4.347506840402255e-05,0.0009115807428737653,0.001639447467610221
30,0.7164794603983561,0.0005519390106201172,0.7649335094131016,0.7654095648460864,0.95,0.999,0.05,0.1,0.6,"{'Adam_beta1': 0.95, 'Adam_beta2': 0.999, 'eta': 0.05, 'lamda': 0.1, 'threshold': 0.6}",31,0.7663534180947116,0.7677246971023173,0.7648793071678643,0.764776339429677,0.7635676771399613,0.763727658006265,0.11090148151018442,6.78805231894221e-05,0.0011379109177437803,0.001692101495149902
31,0.8194946448008219,0.0008585453033447266,0.7646878167132459,0.7648260413824991,0.95,0.99,0.05,0.1,0.6,"{'Adam_beta1': 0.95, 'Adam_beta2': 0.99, 'eta': 0.05, 'lamda': 0.1, 'threshold': 0.6}",32,0.7661691542288557,0.7672179481273322,0.7639579878385848,0.763901045745612,0.7639362388279739,0.7633591302745532,0.06455008831718621,0.00026310704594586067,0.00104752555956765,0.0017057415789868446
