,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_eta,param_gamma,param_lamda,param_threshold,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
5,0.4782116413116455,0.0013611316680908203,0.8296428242375848,0.8300881412327566,0.05,0.8,0.01,0.6,"{'eta': 0.05, 'gamma': 0.8, 'lamda': 0.01, 'threshold': 0.6}",6,0.8297401879491432,0.8298244805823006,0.8297401879491432,0.8302851614686507,0.8294480788722013,0.8301547816473189,0.018492010426005744,5.563111532290545e-05,0.0001376994247719436,0.00019388558206983954
6,0.4707743326822917,0.0010280609130859375,0.8281993796259328,0.8285832793403508,0.01,0.95,0.1,0.5,"{'eta': 0.01, 'gamma': 0.95, 'lamda': 0.1, 'threshold': 0.5}",7,0.8273447576930164,0.8291795273414106,0.8287267366869357,0.8283042336573456,0.8285266746521699,0.8282660770222959,0.022538643100603113,0.00024186159639571036,0.0006098170612524499,0.00042189867762733156
7,0.5021915435791016,0.0008721351623535156,0.828137956450969,0.8285218778586616,0.01,0.95,0.01,0.5,"{'eta': 0.01, 'gamma': 0.95, 'lamda': 0.01, 'threshold': 0.5}",8,0.8248571955039616,0.8304233657345557,0.8294637921503594,0.8283503017459806,0.8300930618262232,0.8267919660954487,0.019226815327318465,0.00017703998981854056,0.002334082223790856,0.0014874686790111173
8,0.47777295112609863,0.001102129618326823,0.8271244740640644,0.8274315997609666,0.05,0.9,0.1,0.5,"{'eta': 0.05, 'gamma': 0.9, 'lamda': 0.1, 'threshold': 0.5}",9,0.8268840980283766,0.8280738932141706,0.8275290215588723,0.8274289399732806,0.8269602874781167,0.8267919660954487,0.011766347754638999,0.00017250363622222948,0.00028775087260071567,0.0005233479341582407
9,0.4746711254119873,0.0010617574055989583,0.8271244740640644,0.8274162430240312,0.05,0.8,0.1,0.5,"{'eta': 0.05, 'gamma': 0.8, 'lamda': 0.1, 'threshold': 0.5}",9,0.8268840980283766,0.8279817570369006,0.8273447576930164,0.8274289399732806,0.8271445683221229,0.8268380320619126,0.021004586228613002,0.00017420360206451733,0.00018860234616243054,0.00046701007411901286
10,0.48655303319295246,0.0011580785115559895,0.8265102423144253,0.8268327287565184,0.05,0.95,0.1,0.5,"{'eta': 0.05, 'gamma': 0.95, 'lamda': 0.1, 'threshold': 0.5}",11,0.8260549106320251,0.8277053485050906,0.8266998341625207,0.8269221909982956,0.8267760066341104,0.8258706467661692,0.00844886328226726,0.00030961363441600435,0.00032347375802308783,0.0007516804450598937
11,0.4544440110524495,0.001157999038696289,0.8258960105647861,0.8265409493399662,0.01,0.95,0.01,0.6,"{'eta': 0.01, 'gamma': 0.95, 'lamda': 0.01, 'threshold': 0.6}",12,0.8265155702966648,0.8270143271755656,0.8271604938271605,0.8257704887824204,0.8240117939740165,0.8268380320619126,0.007494406909081622,9.624396278549986e-05,0.001358048497933136,0.0005495313729744569
12,0.4575920104980469,0.0011328061421712239,0.8251896440527011,0.8258192237326449,0.01,0.9,0.1,0.5,"{'eta': 0.01, 'gamma': 0.9, 'lamda': 0.1, 'threshold': 0.5}",13,0.8248571955039616,0.8260008292255955,0.8256863829003133,0.8251255355415305,0.8250253386160509,0.8263313064308089,0.03321875880292479,0.00029587302724204016,0.00035789994457361595,0.0005087280056901248
13,0.48842867215474445,0.0010269482930501301,0.8046435920272719,0.80496605888792,0.01,0.9,0.01,0.6,"{'eta': 0.01, 'gamma': 0.9, 'lamda': 0.01, 'threshold': 0.6}",14,0.8057858853878754,0.8051780531625743,0.8041275105951723,0.8044409637444143,0.8040173223993367,0.8052791597567717,0.018639877625584226,0.00022230512207913617,0.0008089936084124215,0.00037358561548642925
14,0.4725054105122884,0.0013644695281982422,0.804551457264826,0.804505394271548,0.01,0.8,0.1,0.5,"{'eta': 0.01, 'gamma': 0.8, 'lamda': 0.1, 'threshold': 0.5}",15,0.8040353786622444,0.8053162574284793,0.8051409618573798,0.8039802828580642,0.8044780245093522,0.8042196425281003,0.00978743660615063,0.0006731469252030756,0.0004543360281547354,0.0005816342248994056
15,0.48386208216349286,0.0012979507446289062,0.8037529559902952,0.8041215090955104,0.01,0.9,0.01,0.5,"{'eta': 0.01, 'gamma': 0.9, 'lamda': 0.01, 'threshold': 0.5}",16,0.8021927400036852,0.8059612106693693,0.8044960383268841,0.8031971253512692,0.8045701649313555,0.8032061912658928,0.0038314093957898827,0.00014855384449116875,0.0011036796690135212,0.0013008707233608731
16,0.4902064800262451,0.0009009043375651041,0.7998525843800867,0.8007739420498531,0.01,0.95,0.1,0.6,"{'eta': 0.01, 'gamma': 0.95, 'lamda': 0.1, 'threshold': 0.6}",17,0.7999815736134144,0.8014926060717741,0.7985995946194951,0.800709448564979,0.8009766884732332,0.8001197715128063,0.023438094618476287,0.0002907436341861649,0.0009747140926819785,0.0005623096648451806
17,0.46586807568868,0.000949700673421224,0.7977027732563496,0.7979331225644003,0.05,0.8,0.1,0.6,"{'eta': 0.05, 'gamma': 0.8, 'lamda': 0.1, 'threshold': 0.6}",18,0.7970333517597199,0.798774588842309,0.7972176156255758,0.7978992951582439,0.7988574587671612,0.7971254836926479,0.0221428910203509,0.00012478539830324708,0.0008199066596785029,0.0006736691416984763
18,0.5235075155893961,0.0012366771697998047,0.7976413500813857,0.7977795672206827,0.05,0.9,0.1,0.6,"{'eta': 0.05, 'gamma': 0.9, 'lamda': 0.1, 'threshold': 0.6}",19,0.7970333517597199,0.798728520753674,0.7971254836926479,0.7978071589809739,0.7987653183451581,0.7968030219274,0.023404190886435593,0.0002453375449167589,0.0007956185597336828,0.0007863236871342177
19,0.45965003967285156,0.0009542306264241537,0.7975492153189399,0.7975799345922555,0.01,0.9,0.1,0.6,"{'eta': 0.01, 'gamma': 0.9, 'lamda': 0.1, 'threshold': 0.6}",20,0.7972176156255758,0.798452112221864,0.7967569559609361,0.7972082738287188,0.798673177923155,0.7970794177261838,0.019200070194467234,0.000219315749200516,0.0008166741988381991,0.0006189622158538921
